tweet_id,Annotator1,Annotator2,Annotator3,AgreementCount,created_at,class
1168471976991764500,NEGATIVE,POSITIVE,NEGATIVE,2,2019-09-02T10:33:23Z,Code-mix
1284407345393610800,POSITIVE,POSITIVE,POSITIVE,3,2020-07-18T08:39:08Z,Code-mix
1327881927202926600,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2020-11-15T07:51:36Z,NA
1189819314670637e3,MIXED,NEGATIVE,MIXED,2,2019-10-31T08:20:05Z,NA
1177114335434485800,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-09-26T06:55:01Z,Code-mix
890885220337147900,POSITIVE,POSITIVE,POSITIVE,3,2017-07-28T10:42:43Z,Monolingual
891788568414367700,POSITIVE,POSITIVE,POSITIVE,3,2017-07-30T22:32:17Z,Monolingual
1397095713411145700,NEUTRAL,POSITIVE,NEUTRAL,2,2021-05-25T07:42:29Z,NA
938462923978149900,POSITIVE,POSITIVE,POSITIVE,3,2017-12-06T17:39:31Z,Monolingual
1205481540102316e3,POSITIVE,POSITIVE,POSITIVE,3,2019-12-13T13:36:10Z,Code-mix
1193858836551131100,POSITIVE,POSITIVE,POSITIVE,3,2019-11-11T11:51:42Z,Code-mix
1417167610639265800,POSITIVE,NEUTRAL,POSITIVE,2,2021-07-19T17:01:02Z,Monolingual
1217113708796706800,NEUTRAL,POSITIVE,NEUTRAL,2,2020-01-14T15:58:15Z,NA
1053291054169055200,POSITIVE,INDETERMINATE,POSITIVE,2,2018-10-19T14:25:31Z,Code-mix
958000675253837800,NEUTRAL,NEGATIVE,NEUTRAL,2,2018-01-29T15:35:34Z,NA
1329172034891477e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2020-11-18T21:18:02Z,Code-mix
1036925486457389e3,POSITIVE,MIXED,NEGATIVE,0,2018-09-04T10:34:35Z,NA
1369764601101975600,NEGATIVE,NEGATIVE,NEUTRAL,2,2021-03-10T21:38:24Z,Code-mix
1133435028829069300,POSITIVE,NEUTRAL,NEUTRAL,2,2019-05-28T18:09:03Z,Code-mix
1283442886932127700,NEUTRAL,NEUTRAL,NEUTRAL,3,2020-07-15T16:46:44Z,Monolingual
1.1938616920164639e+18,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-11-11T12:03:02Z,Code-mix
1193887896899588e3,POSITIVE,POSITIVE,POSITIVE,3,2019-11-11T13:47:10Z,Code-mix
936146109357051900,NEGATIVE,NEGATIVE,NEGATIVE,3,2017-11-30T08:13:19Z,Code-mix
1201992243269292e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-12-03T22:30:57Z,Monolingual
1186375309777657900,NEUTRAL,NEUTRAL,NEGATIVE,2,2019-10-21T20:14:50Z,NA
1108414284718108700,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-03-20T17:05:33Z,Monolingual
1321166875670290400,NEUTRAL,NEUTRAL,NEUTRAL,3,2020-10-27T19:08:23Z,Code-mix
1311191840742408200,NEGATIVE,NEGATIVE,NEGATIVE,3,2020-09-30T06:31:10Z,Code-mix
1280410933655941e3,POSITIVE,NEUTRAL,POSITIVE,2,2020-07-07T07:58:50Z,Monolingual
1098524552588476400,POSITIVE,POSITIVE,POSITIVE,3,2019-02-21T10:07:17Z,Code-mix
1125542558833233900,NEUTRAL,NEGATIVE,MIXED,0,2019-05-06T23:27:12Z,NA
1377908463951483e3,POSITIVE,POSITIVE,NEUTRAL,2,2021-04-02T08:59:12Z,Code-mix
1037795706373845e3,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2018-09-06T20:12:32Z,NA
1414352827133087700,NEUTRAL,POSITIVE,NEUTRAL,2,2021-07-11T22:36:06Z,NA
950876071641190400,POSITIVE,POSITIVE,POSITIVE,3,2018-01-09T23:44:56Z,Monolingual
1141674551430000600,INDETERMINATE,INDETERMINATE,NEUTRAL,2,2019-06-20T11:49:59Z,NA
1024737036140470300,POSITIVE,POSITIVE,POSITIVE,3,2018-08-01T19:22:02Z,Monolingual
1334145541828173800,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2020-12-02T14:40:59Z,NA
89090364607821e4,NEUTRAL,NEUTRAL,NEUTRAL,3,2017-07-28T11:55:56Z,Code-mix
1.1033106219178639e+18,POSITIVE,NEGATIVE,NEGATIVE,2,2019-03-06T15:05:25Z,Monolingual
1229833660477649e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2020-02-18T18:22:48Z,Monolingual
979136564101083100,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-03-28T23:22:03Z,Monolingual
1193240015234588700,NEUTRAL,NEUTRAL,POSITIVE,2,2019-11-09T18:52:43Z,NA
1358542959688507400,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2021-02-07T22:27:36Z,NA
890854848102633500,POSITIVE,POSITIVE,POSITIVE,3,2017-07-28T08:42:01Z,Monolingual
890838474923921400,POSITIVE,POSITIVE,POSITIVE,3,2017-07-28T07:36:58Z,Code-mix
1248334853009035300,NEGATIVE,NEUTRAL,NEGATIVE,2,2020-04-09T19:39:56Z,Code-mix
1179737076536938500,INDETERMINATE,POSITIVE,NEUTRAL,0,2019-10-03T12:36:52Z,NA
861524859700031500,NEUTRAL,NEUTRAL,NEUTRAL,3,2017-05-08T10:15:07Z,Monolingual
860800523955523600,NEUTRAL,NEUTRAL,NEGATIVE,2,2017-05-06T10:16:52Z,NA
1221839577813586e3,NEUTRAL,POSITIVE,NEUTRAL,2,2020-01-27T16:57:10Z,Monolingual
849981984935997400,NEUTRAL,NEUTRAL,NEUTRAL,3,2017-04-06T13:47:51Z,Monolingual
1029737834792534e3,POSITIVE,NEGATIVE,POSITIVE,2,2018-08-15T14:33:26Z,Monolingual
849237643816775700,INDETERMINATE,NEUTRAL,INDETERMINATE,2,2017-04-04T12:30:07Z,NA
1263140691573641200,NEUTRAL,NEUTRAL,NEUTRAL,3,2020-05-20T16:13:03Z,Monolingual
991716257765437400,POSITIVE,NEUTRAL,POSITIVE,2,2018-05-02T16:29:15Z,Monolingual
875646652442263600,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2017-06-16T09:30:05Z,NA
1298863435669794800,NEUTRAL,NEUTRAL,NEUTRAL,3,2020-08-27T06:02:29Z,Code-mix
1284740117979111400,POSITIVE,NEGATIVE,POSITIVE,2,2020-07-19T06:41:28Z,Code-mix
1361732451974930400,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2021-02-16T17:41:30Z,NA
908920486704369700,INDETERMINATE,INDETERMINATE,NEUTRAL,2,2017-09-16T05:08:25Z,NA
1325195244569325600,POSITIVE,POSITIVE,POSITIVE,3,2020-11-07T21:55:41Z,Code-mix
1203622062159515600,POSITIVE,NEUTRAL,NEUTRAL,2,2019-12-08T10:27:16Z,NA
1379068809269674e3,POSITIVE,POSITIVE,POSITIVE,3,2021-04-05T13:50:00Z,Code-mix
1085950197044269e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-01-17T17:21:17Z,Code-mix
1415553389468037e3,POSITIVE,POSITIVE,POSITIVE,3,2021-07-15T06:06:42Z,Code-mix
993594824480776200,MIXED,NEGATIVE,NEGATIVE,2,2018-05-07T20:54:00Z,Monolingual
1198947033996038100,INDETERMINATE,INDETERMINATE,NEUTRAL,2,2019-11-25T12:50:22Z,NA
890861719597273100,NEGATIVE,NEGATIVE,NEGATIVE,3,2017-07-28T09:09:20Z,Monolingual
1303345633823199200,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2020-09-08T14:53:08Z,NA
890845610517168100,POSITIVE,POSITIVE,POSITIVE,3,2017-07-28T08:05:19Z,Monolingual
890920431330394100,POSITIVE,NEUTRAL,POSITIVE,2,2017-07-28T13:02:37Z,Monolingual
942192582234427400,NEUTRAL,POSITIVE,NEUTRAL,2,2017-12-17T00:39:51Z,NA
1220370902564720600,NEUTRAL,NEUTRAL,NEUTRAL,3,2020-01-23T15:41:11Z,Monolingual
876388886175522800,NEUTRAL,POSITIVE,NEGATIVE,0,2017-06-18T10:39:27Z,NA
1334080218517155800,NEUTRAL,NEGATIVE,NEUTRAL,2,2020-12-02T10:21:24Z,NA
959101778942939100,NEUTRAL,NEGATIVE,NEUTRAL,2,2018-02-01T16:30:58Z,NA
1023680732286345200,NEGATIVE,NEUTRAL,NEGATIVE,2,2018-07-29T21:24:40Z,Monolingual
1060146889889366e3,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2018-11-07T12:28:09Z,NA
875027010984325100,NEUTRAL,NEUTRAL,NEUTRAL,3,2017-06-14T16:27:51Z,Monolingual
1179026632495030300,POSITIVE,NEUTRAL,POSITIVE,2,2019-10-01T13:33:49Z,Code-mix
885340349341761500,NEUTRAL,NEUTRAL,NEUTRAL,3,2017-07-13T03:29:22Z,Code-mix
1338909233178435600,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2020-12-15T18:10:11Z,NA
1230800988421927e3,POSITIVE,NEUTRAL,POSITIVE,2,2020-02-21T10:26:37Z,Monolingual
992120718958657500,POSITIVE,NEUTRAL,NEGATIVE,0,2018-05-03T19:16:26Z,NA
1234547071639806e3,POSITIVE,POSITIVE,POSITIVE,3,2020-03-02T18:32:13Z,Code-mix
936674328934051800,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2017-12-01T19:12:17Z,NA
1300409310279762e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2020-08-31T12:25:14Z,Monolingual
975261823732559900,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-03-18T06:45:12Z,Monolingual
1236654829302435800,NEUTRAL,POSITIVE,NEGATIVE,0,2020-03-08T14:07:41Z,NA
1236175100694663200,POSITIVE,POSITIVE,POSITIVE,3,2020-03-07T06:21:25Z,Code-mix
1277837818765742e3,NEUTRAL,POSITIVE,NEUTRAL,2,2020-06-30T05:34:11Z,NA
1110913890160918500,NEUTRAL,POSITIVE,NEUTRAL,2,2019-03-27T14:38:05Z,NA
1261283273126277e3,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2020-05-15T13:12:20Z,NA
1242831293332762600,NEUTRAL,NEUTRAL,NEUTRAL,3,2020-03-25T15:10:45Z,Monolingual
898130810930442200,NEUTRAL,NEUTRAL,NEUTRAL,3,2017-08-17T10:34:06Z,Monolingual
1305558669665489e3,POSITIVE,POSITIVE,POSITIVE,3,2020-09-14T17:26:57Z,Monolingual
881621292805492700,POSITIVE,POSITIVE,POSITIVE,3,2017-07-02T21:11:10Z,Monolingual
1030688066007195500,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-08-18T05:29:18Z,Monolingual
1132161981300006900,NEUTRAL,INDETERMINATE,NEUTRAL,2,2019-05-25T05:50:25Z,NA
999697323088281600,NEUTRAL,NEUTRAL,POSITIVE,2,2018-05-24T17:03:09Z,NA
1114967605960376300,POSITIVE,POSITIVE,POSITIVE,3,2019-04-07T19:06:07Z,Monolingual
127251295797769e4,NEUTRAL,NEUTRAL,NEUTRAL,3,2020-06-15T12:55:05Z,Monolingual
890895300205924400,NEUTRAL,NEGATIVE,NEUTRAL,2,2017-07-28T11:22:46Z,NA
897169524872622100,NEUTRAL,NEUTRAL,NEUTRAL,3,2017-08-14T18:54:17Z,Monolingual
871396294371283e3,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2017-06-04T16:00:40Z,NA
890835998896267300,NEUTRAL,NEUTRAL,NEUTRAL,3,2017-07-28T07:27:07Z,Monolingual
1091609254857986e3,POSITIVE,POSITIVE,POSITIVE,3,2019-02-02T08:08:22Z,Code-mix
1253336571245289500,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2020-04-23T14:54:59Z,NA
1108022998743871500,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-03-19T15:10:43Z,Monolingual
1234759750417633300,NEUTRAL,POSITIVE,NEUTRAL,2,2020-03-03T08:37:19Z,NA
1380214436292669400,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2021-04-08T17:42:19Z,NA
1146469181950505e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-07-03T17:22:08Z,Monolingual
1219974298787598300,NEUTRAL,POSITIVE,NEUTRAL,2,2020-01-22T13:25:13Z,Monolingual
890984598586499100,POSITIVE,NEUTRAL,NEUTRAL,2,2017-07-28T17:17:36Z,NA
1281527175821189e3,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2020-07-10T09:54:22Z,NA
1413455389656445e3,POSITIVE,NEUTRAL,POSITIVE,2,2021-07-09T11:10:00Z,Monolingual
1410840969432420400,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2021-07-02T06:01:13Z,NA
138258327314722e4,NEGATIVE,NEGATIVE,NEGATIVE,3,2021-04-15T06:35:14Z,Code-mix
1226437109378093e3,POSITIVE,POSITIVE,POSITIVE,3,2020-02-09T09:26:07Z,Code-mix
1106311931361673200,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2019-03-14T21:51:33Z,NA
1354429519583707100,NEGATIVE,NEGATIVE,NEGATIVE,3,2021-01-27T14:02:16Z,Monolingual
879384481035059200,NEGATIVE,NEGATIVE,NEGATIVE,3,2017-06-26T17:02:53Z,Monolingual
1229395542200877e3,NEUTRAL,POSITIVE,NEUTRAL,2,2020-02-17T13:21:52Z,NA
1118265440348909600,NEGATIVE,NEGATIVE,NEGATIVE,3,2019-04-16T21:30:32Z,Code-mix
890841531384565800,POSITIVE,POSITIVE,POSITIVE,3,2017-07-28T07:49:06Z,Monolingual
988478363244335100,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-04-23T18:03:01Z,Monolingual
1006589513899106300,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-06-12T17:30:16Z,NA
890856534309302300,POSITIVE,POSITIVE,POSITIVE,3,2017-07-28T08:48:43Z,Monolingual
1375641001843437600,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2021-03-27T02:49:07Z,NA
872484405310345200,NEUTRAL,NEUTRAL,NEUTRAL,3,2017-06-07T16:04:26Z,Monolingual
1036901726761103400,NEUTRAL,INDETERMINATE,NEUTRAL,2,2018-09-04T09:00:11Z,NA
1178607440499298300,NEUTRAL,NEGATIVE,NEGATIVE,2,2019-09-30T09:48:05Z,Monolingual
890834969114837e3,NEUTRAL,POSITIVE,NEUTRAL,2,2017-07-28T07:23:02Z,NA
1036640219179757600,NEUTRAL,NEGATIVE,NEUTRAL,2,2018-09-03T15:41:02Z,NA
890838846044352500,POSITIVE,POSITIVE,POSITIVE,3,2017-07-28T07:38:26Z,Monolingual
969174875855315e3,INDETERMINATE,NEUTRAL,INDETERMINATE,2,2018-03-01T11:37:51Z,NA
1156840082336354300,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-08-01T08:12:23Z,Code-mix
991733770775679e3,NEUTRAL,NEGATIVE,NEUTRAL,2,2018-05-02T17:38:51Z,Monolingual
1116451700506808300,NEUTRAL,POSITIVE,NEUTRAL,2,2019-04-11T21:23:22Z,NA
1009528735912157200,NEGATIVE,NEUTRAL,NEUTRAL,2,2018-06-20T20:09:41Z,NA
1257423827765792800,POSITIVE,NEUTRAL,POSITIVE,2,2020-05-04T21:36:17Z,Monolingual
890841599093157900,POSITIVE,POSITIVE,POSITIVE,3,2017-07-28T07:49:22Z,Monolingual
1083223662742908900,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-01-10T04:47:01Z,Monolingual
970571491782938600,NEGATIVE,MIXED,NEGATIVE,2,2018-03-05T08:07:30Z,Code-mix
900405805471727600,POSITIVE,POSITIVE,POSITIVE,3,2017-08-23T17:14:07Z,Monolingual
1271815503951073300,NEGATIVE,POSITIVE,NEGATIVE,2,2020-06-13T14:43:39Z,Code-mix
1364111206148112400,NEGATIVE,NEGATIVE,NEGATIVE,3,2021-02-23T07:13:50Z,Monolingual
1152147773992636400,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2019-07-19T09:26:49Z,NA
118704367903223e4,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-10-23T16:30:41Z,Monolingual
923216714782748700,NEGATIVE,NEGATIVE,NEGATIVE,3,2017-10-25T15:56:31Z,Monolingual
920569188716040200,POSITIVE,POSITIVE,POSITIVE,3,2017-10-18T08:36:12Z,Code-mix
135335951345852e4,POSITIVE,POSITIVE,POSITIVE,3,2021-01-24T15:10:26Z,Monolingual
971855085415338e3,POSITIVE,POSITIVE,POSITIVE,3,2018-03-08T21:08:03Z,Monolingual
979025843426086900,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-03-28T16:02:05Z,Monolingual
912669402381856800,POSITIVE,POSITIVE,NEUTRAL,2,2017-09-26T13:25:16Z,Monolingual
1236646795603636200,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2020-03-08T13:35:46Z,NA
1085579733742563300,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-01-16T16:49:12Z,Monolingual
1151034042634121200,MIXED,NEUTRAL,NEUTRAL,2,2019-07-16T07:41:15Z,NA
998481672827035600,NEUTRAL,INDETERMINATE,NEUTRAL,2,2018-05-21T08:32:36Z,NA
1213440023745499100,NEGATIVE,NEGATIVE,NEGATIVE,3,2020-01-04T12:40:20Z,Code-mix
1.3014156782897439e+18,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2020-09-03T07:04:11Z,NA
1255542384194203600,NEUTRAL,NEUTRAL,NEUTRAL,3,2020-04-29T17:00:05Z,Monolingual
963775669355368400,POSITIVE,POSITIVE,POSITIVE,3,2018-02-14T14:03:20Z,Code-mix
1034168709575790600,NEUTRAL,NEGATIVE,NEUTRAL,2,2018-08-27T20:00:08Z,Monolingual
891558693258629100,POSITIVE,POSITIVE,POSITIVE,3,2017-07-30T07:18:51Z,Monolingual
1297102980672639e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2020-08-22T09:27:04Z,Monolingual
1154135215691821e3,INDETERMINATE,INDETERMINATE,NEUTRAL,2,2019-07-24T21:04:12Z,NA
870212626495586300,POSITIVE,POSITIVE,MIXED,2,2017-06-01T09:37:12Z,Monolingual
973969109112311800,NEGATIVE,MIXED,MIXED,2,2018-03-14T17:08:25Z,NA
1294378692114874400,NEUTRAL,INDETERMINATE,NEUTRAL,2,2020-08-14T21:01:43Z,NA
963442817321373700,NEUTRAL,POSITIVE,POSITIVE,2,2018-02-13T16:00:42Z,Monolingual
1052385640187355e3,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2018-10-17T02:27:43Z,NA
974001295559417900,NEGATIVE,NEUTRAL,NEGATIVE,2,2018-03-14T19:16:19Z,Monolingual
1353335236340424700,INDETERMINATE,INDETERMINATE,INDETERMINATE,3,2021-01-24T13:33:58Z,NA
882639181276643300,NEUTRAL,NEUTRAL,NEUTRAL,3,2017-07-05T16:35:54Z,Monolingual
