translatedText,word,emotion,emotion-intensity-score
iro,hostility,anger,0.859
na -asọ oyi,loathsome,anger,0.857
mwakpo,attack,anger,0.853
hell,hell,anger,0.853
na -egbu ọchụ,murderous,anger,0.853
obi ojoo,malice,anger,0.852
iyi ọha egwu,terrorism,anger,0.851
na -eti,beating,anger,0.849
na -atọ m ụtọ,pissingmeoff,anger,0.848
mmerụ,desecration,anger,0.848
iwe,outrage,anger,0.848
iwe,irate,anger,0.844
aghara,tumultuous,anger,0.844
na -ebibi,destroying,anger,0.844
na -eme ihe ike,violent,anger,0.844
igwu,stab,anger,0.844
iwe iwe,infuriate,anger,0.844
ogbugbu,slaughter,anger,0.844
ihe arụ,abomination,anger,0.844
kpochapụ,obliterate,anger,0.843
ogbi,dumbbitch,anger,0.841
na -alụ ọgụ,belligerent,anger,0.841
ihe arụ,detest,anger,0.838
ibu agha,hostilities,anger,0.837
prick,prick,anger,0.835
obi ojoo,cruelty,anger,0.833
egwu,horrid,anger,0.833
mwakpo,rampage,anger,0.833
enweghị isi,rabid,anger,0.833
ahụhụ,torture,anger,0.833
satanic,satanic,anger,0.828
ịkpọasị,hate,anger,0.828
ịkpọ asị,hating,anger,0.828
aka ike,tyrannical,anger,0.828
ndị mmụọ ọjọọ,demonic,anger,0.828
iwe iwe,ragemode,anger,0.828
ihe arụ,despicable,anger,0.828
mbibi,ruinous,anger,0.825
maa ikpe,condemn,anger,0.825
mkpochapu,extermination,anger,0.824
ọgba aghara,riots,anger,0.824
dickhead,dickhead,anger,0.824
were iwe,angry,anger,0.824
kwatuo,demolish,anger,0.824
livid,livid,anger,0.821
onye ara,madman,anger,0.82
imegwara,vindictive,anger,0.819
ferocity,ferocity,anger,0.818
onye na -eyi ọha egwu,terrorist,anger,0.818
nsi,venomous,anger,0.818
egwu,threaten,anger,0.818
kpọrọ gị asị,hateyou,anger,0.818
efu,effyou,anger,0.818
akparị,abhor,anger,0.816
ogbugbu,carnage,anger,0.814
obi tara mmiri,savage,anger,0.814
arụrụala,atrocity,anger,0.814
na -agba ume,fuming,anger,0.812
were ya iwe,pissedoff,anger,0.812
obi ụtọ,pissesmeoff,anger,0.812
dị egwu,fierce,anger,0.812
mmegbu,abuse,anger,0.812
arụrụala,barbaric,anger,0.812
arụ ọrụ,berserk,anger,0.812
fucksake,fucksake,anger,0.812
vendetta,vendetta,anger,0.812
iwe iwe,angrytweet,anger,0.812
onye mbibi,destroyer,anger,0.812
onye ọchịchị aka ike,tyrant,anger,0.812
iwe,anger,anger,0.811
ibe ibe,pieceofshit,anger,0.81
slam,slam,anger,0.803
ịkụ ọkpọ,punching,anger,0.803
igbu ọchụ,homicide,anger,0.803
ọkpọ,punched,anger,0.803
nkịta,bitch,anger,0.803
ịlụ ọgụ,fights,anger,0.803
na -ebibi ihe,destructive,anger,0.797
obi tara mmiri,ruthless,anger,0.797
onye ọjọọ,villainous,anger,0.797
tie aka,slap,anger,0.791
bibiri,destroyed,anger,0.788
ragetweet,ragetweet,anger,0.788
ụlọ ogbugbu,slaughterhouse,anger,0.788
mmegwara,retaliatory,anger,0.788
iti mkpu,yelling,anger,0.788
ọgba aghara,riot,anger,0.788
na -ata ahụhụ,punishing,anger,0.788
na -eto eto,growthefuckup,anger,0.788
nke mmụọ,diabolical,anger,0.788
nsogbu,clash,anger,0.783
igbu mmadu,manslaughter,anger,0.783
hellish,hellish,anger,0.781
ọbara,bloody,anger,0.781
asọpụrụ,loath,anger,0.781
esemokwu,quarrel,anger,0.781
mwepu,detonation,anger,0.781
ihe ojoo,sinister,anger,0.781
fumin,fumin,anger,0.779
asịeee,hateeee,anger,0.779
onye aghụghọ,treacherous,anger,0.779
na -ebo ebubo,accusing,anger,0.779
onye ara,madder,anger,0.773
imegwara,retaliate,anger,0.773
ntughari,revulsion,anger,0.773
egwu,horrific,anger,0.773
nlelị,scorn,anger,0.769
bombu,bomb,anger,0.766
ihe ojoo,deplorable,anger,0.766
onye anarchist,anarchist,anger,0.765
mbibi,devastation,anger,0.765
iwe iwe,resent,anger,0.765
mgbanyụ ọkụ,firestorm,anger,0.765
eleda anya,contemptible,anger,0.764
nke kacha njọ,shittest,anger,0.76
gbajie,smash,anger,0.758
na -egbu egbu,deadly,anger,0.758
soangry,soangry,anger,0.758
mkpu,rant,anger,0.758
obi ojoo,cruel,anger,0.758
oké iwe,outburst,anger,0.757
snara,snarl,anger,0.754
na -agụsi ike,crazed,anger,0.75
echefula m,dontmesswithme,anger,0.75
rụrụ arụ,profane,anger,0.75
na -akawanye njọ,aggravating,anger,0.75
douchebags,douchebags,anger,0.75
mejọọ,offend,anger,0.75
egwu,horror,anger,0.75
na -enughari,revolting,anger,0.75
nleda anya,despise,anger,0.75
omume rụrụ arụ,vulgarity,anger,0.75
na -eti mkpu,growling,anger,0.75
stfu,stfu,anger,0.75
mmeko nwoke,molestation,anger,0.742
iberibe,fuckedoff,anger,0.742
gbawaa,erupt,anger,0.742
ime ihe ike,violence,anger,0.742
jọgburu onwe ya,horrible,anger,0.742
iti mkpu,screaming,anger,0.742
egwu,threat,anger,0.742
bastards,bastards,anger,0.741
imegwara,revenge,anger,0.738
na -eyi egwu,menacing,anger,0.735
na -etipịa,crushing,anger,0.735
Ụchụ,damn,anger,0.735
ọdachi,catastrophe,anger,0.735
mmụọ ọjọọ,demon,anger,0.735
arụ ụka,argue,anger,0.734
o JULA m,fedup,anger,0.734
nsogbu,vehement,anger,0.734
thrash,thrash,anger,0.734
agha,warfare,anger,0.734
nnupụisi,revolt,anger,0.734
tie ihe,flog,anger,0.734
inwe mwute,deplore,anger,0.734
na -akpagbu,persecute,anger,0.734
ọgba aghara,riotous,anger,0.734
esemokwu,altercation,anger,0.729
dị ka agha,warlike,anger,0.728
mpako,mutiny,anger,0.727
ụbọchị ihi ụra,shitday,anger,0.727
sabotage,sabotage,anger,0.727
na -akụ,castrate,anger,0.727
tie ihe,strike,anger,0.721
na -eme ihe ọjọọ,malevolent,anger,0.721
ọdachi,disaster,anger,0.721
ọdachi,disastrous,anger,0.72
nleda anya,disdain,anger,0.719
ịkpagbu,choke,anger,0.719
olulu mmiri,arseholes,anger,0.719
ekwensu,devil,anger,0.719
tie mkpu,scream,anger,0.719
obi ilu,spiteful,anger,0.719
mpako,bastarding,anger,0.719
na -ere ọkụ,scorching,anger,0.719
horseshit,horseshit,anger,0.719
aghụghọ,treachery,anger,0.719
gbuo,slay,anger,0.719
obi ojoo,brutal,anger,0.719
ọgba aghara,tumult,anger,0.719
onye ara,madden,anger,0.719
na -akawanye njọ,aggravates,anger,0.719
ụmụ ahụhụ,vermin,anger,0.719
anarchism,anarchism,anger,0.714
ibi ugwu,mutilation,anger,0.714
mangle,mangle,anger,0.714
onye omekome,criminal,anger,0.714
ntụmadị,punch,anger,0.713
nkatọ,denunciation,anger,0.713
Oké mgbukpọ,holocaust,anger,0.712
nkwulu,blasphemous,anger,0.712
lụrụ ọgụ,battled,anger,0.712
dumbasses,dumbasses,anger,0.712
na -egbu egbu,fatal,anger,0.712
ọrịa,virulence,anger,0.712
adịghị amasị gị,dontlikeyou,anger,0.712
na -afụ ụfụ,hurting,anger,0.712
n'obe,crucifixion,anger,0.712
mebiri,deranged,anger,0.706
ihe ọjọọ,evil,anger,0.706
mgbakasị,irritated,anger,0.706
obi ojoo,atrocious,anger,0.706
ogbu mmadu,assassin,anger,0.703
mmaja,intimidation,anger,0.703
mkpagbu,persecution,anger,0.703
ogbu mmadu,slayer,anger,0.703
tọọrọ,kidnap,anger,0.703
dicks,dicks,anger,0.703
ịba mba,scolding,anger,0.703
ka njọ,aggravated,anger,0.703
mwakpo,aggression,anger,0.702
jikere,armed,anger,0.7
nsi,poison,anger,0.697
na -eti mkpu,snarling,anger,0.697
nsi,venom,anger,0.697
agha,battle,anger,0.697
ewe iwe,disgruntled,anger,0.693
mwakpo,assailant,anger,0.691
aghụghọ,insidious,anger,0.691
iwe,resentment,anger,0.691
nlelị,contemptuous,anger,0.69
gbuo,lynch,anger,0.69
onye ara,lunatic,anger,0.688
ara,mad,anger,0.688
peepe,peeved,anger,0.688
iji ike emegbu mmadụ,bully,anger,0.688
iwe iwe,temper,anger,0.688
igbu nwa,infanticide,anger,0.688
ọbụbụ ọnụ,curse,anger,0.688
ọchịchị,domination,anger,0.688
mkporo,imprisonment,anger,0.688
egwu,terrible,anger,0.688
nlelị,disparage,anger,0.688
emememad,makesmemad,anger,0.688
volatility,volatility,anger,0.687
mkpochapu,eradication,anger,0.685
onye njo,scoundrel,anger,0.682
ikpochapu,eradicate,anger,0.682
iwe iwe,tantrum,anger,0.682
emebi,devastate,anger,0.682
mgbakasị ahụ,agitation,anger,0.68
n'ike,aggressively,anger,0.68
na -ewe iwe,irritates,anger,0.676
ọchịchị aka ike,dictatorship,anger,0.676
okwu rere ure,profanity,anger,0.673
dastardly,dastardly,anger,0.672
ihe ngosi,expletive,anger,0.672
mebie,wreak,anger,0.672
nlelị,contempt,anger,0.672
mpụ,crime,anger,0.672
nsi,poisonous,anger,0.672
mkpari,nasty,anger,0.672
njo,aggravation,anger,0.672
ikpe,condemnation,anger,0.672
dị egwu,egregious,anger,0.672
kpalie,shove,anger,0.672
gbaa,shoot,anger,0.672
gbara,shot,anger,0.672
anuahade,crushed,anger,0.672
na -emerụ emerụ,corrupting,anger,0.672
na -emerụ ahụ,harmful,anger,0.672
obi ọjọọ,cruelly,anger,0.672
maniac,maniac,anger,0.67
mgbakasị ahụ,irritable,anger,0.667
agbapụ,shooting,anger,0.667
jọgburu onwe ya,odious,anger,0.667
tie mkpu,shout,anger,0.667
mgbawa,eruption,anger,0.667
akpịrị ịkpọ nkụ,cutthroat,anger,0.667
igba,kick,anger,0.667
onye ọ bụla,hateeveryone,anger,0.667
kụrụ,hit,anger,0.667
lụọ ọgụ,fight,anger,0.667
onye iro,enemy,anger,0.667
ọgụ,combat,anger,0.667
na -eme ihe ike,aggressive,anger,0.667
tara ahụhụ,punished,anger,0.662
tie mkpu,yell,anger,0.661
n ambru nbì,ambush,anger,0.661
mmanye egwu,harass,anger,0.659
egwu,gore,anger,0.656
chụpụ,expel,anger,0.656
dị njọ,malignant,anger,0.656
mbibi,destruction,anger,0.656
onye mwakpo,aggressor,anger,0.656
ihe nsure ọkụ,incense,anger,0.656
iwe,grudge,anger,0.656
onye na -emegide Kraịst,antichrist,anger,0.656
cranky,cranky,anger,0.653
mmegwara,reprisal,anger,0.652
ohu,slave,anger,0.652
ime mkpu,growl,anger,0.652
mejọrọ,offended,anger,0.652
na -atụkọta ọnụ,clashing,anger,0.652
mkparị,insulting,anger,0.652
nnupụisi,insurrection,anger,0.652
spank,spank,anger,0.652
ibu iro,animosity,anger,0.652
ịkatọ,denounce,anger,0.652
ime mkpu,growls,anger,0.649
onye ogbugbu,executioner,anger,0.644
twat,twat,anger,0.644
ụbọchị mbibi,doomsday,anger,0.643
ogbunigwe,bombard,anger,0.641
esem -okwu,feud,anger,0.641
onye eboro ebubo,accused,anger,0.641
oku oku,arson,anger,0.641
daemon,daemon,anger,0.641
nkpa olu,shackle,anger,0.641
were iwe,indignant,anger,0.641
ihe rụrụ arụ,obscenity,anger,0.641
gbụpụ,spat,anger,0.641
mbibi,havoc,anger,0.641
grr,grr,anger,0.641
enweghị mgbaghara,inexcusable,anger,0.641
nchụpụ,expulsion,anger,0.641
mba,reprimand,anger,0.641
somad,somad,anger,0.637
nsi,poisoned,anger,0.636
na -agba ụkwụ,kicking,anger,0.636
ọnya,wound,anger,0.636
ogbe,batter,anger,0.636
nkụda mmụọ,frustrated,anger,0.636
nghọta,hanging,anger,0.636
na -asọ oyi,disgusting,anger,0.636
na -agbasa,spanking,anger,0.636
igbu onwe onye,suicidal,anger,0.636
ogba aghara,anarchy,anger,0.636
na -enwu enwu,glaring,anger,0.636
onye agha,combatant,anger,0.636
mebiri,wrecked,anger,0.633
imerụ,inflict,anger,0.633
dị njọ,grievous,anger,0.632
igwu wayo,cheat,anger,0.63
kpee ikpe,prosecute,anger,0.63
were iwe,agitated,anger,0.63
swastika,swastika,anger,0.627
ohu,enslaved,anger,0.625
ihe otiti,scourge,anger,0.625
mwakpo,raid,anger,0.625
mwepu,suffocation,anger,0.625
nkwutọ,defamatory,anger,0.625
bo ebubo,indict,anger,0.625
ọbụbụ ọnụ,cursing,anger,0.625
mkpasu iwe,provocation,anger,0.625
na -enye nsogbu,harassing,anger,0.625
mmerụ ahụ,injure,anger,0.625
arara nye,betray,anger,0.625
égbè eluigwe,thundering,anger,0.625
esemokwu,strife,anger,0.625
oghere,arsehole,anger,0.624
egwu,jerk,anger,0.621
mmegwara,retaliation,anger,0.621
fiend,fiend,anger,0.621
izu ohi,theft,anger,0.621
ara,insane,anger,0.621
kpasuo iwe,irritate,anger,0.621
mwepu,deprivation,anger,0.621
ikpe,convict,anger,0.621
kwụrụ ọtọ,cussed,anger,0.619
ọgba aghara,turmoil,anger,0.618
malite,smack,anger,0.615
ntaramahụhụ,retribution,anger,0.614
oghom,adverse,anger,0.609
batrị,battery,anger,0.609
twats,twats,anger,0.609
nkukota,collision,anger,0.609
na -emerụ ahụ,injurious,anger,0.609
nnupu isi,rebellion,anger,0.609
ịgba ohu,slavery,anger,0.609
òtù ọjọọ,gang,anger,0.609
mgbakasị,irritability,anger,0.609
ilu,bitterly,anger,0.609
onye mmegbu,oppressor,anger,0.609
mmegide,antagonism,anger,0.609
anagideghi ihe,intolerable,anger,0.609
ihere,disgraced,anger,0.608
diatribe,diatribe,anger,0.606
na -arịa ọrịa,sickening,anger,0.606
na -achị ọchị,ranting,anger,0.606
Ike,asshole,anger,0.606
irks,irks,anger,0.606
na -akpasu iwe,irritating,anger,0.606
ịkpa oke,discrimination,anger,0.606
ogbunigwe,bombardment,anger,0.606
onye ohi,thug,anger,0.606
na -emegide,antagonistic,anger,0.606
mgbanwe,revolution,anger,0.606
mgbawa,blast,anger,0.606
nkụda mmụọ,frustrate,anger,0.604
obi erughị ala,tension,anger,0.603
aghụghọ,manipulation,anger,0.603
mmegbu,oppression,anger,0.603
na -afụ ụfụ,hurtful,anger,0.603
mkparị,insult,anger,0.603
ike gwụrụ,tiredofit,anger,0.603
onye isi ike,bigot,anger,0.603
na -asọ oyi,disgust,anger,0.602
n'agbanyeghị,spite,anger,0.6
intrusive,intrusive,anger,0.598
isi ike,harshness,anger,0.597
slur,slur,anger,0.596
ilu,bitterness,anger,0.594
oké ifufe,tempest,anger,0.594
nhụsianya,miserable,anger,0.594
ọrịa,morbidity,anger,0.594
mwakpo,assail,anger,0.594
mgbapu,puncture,anger,0.594
mbuso agha,invasion,anger,0.594
inferno,inferno,anger,0.594
ihe mberede,casualty,anger,0.594
ebili mmiri,storming,anger,0.594
ihe ojoo,wretch,anger,0.594
mgbagwoju anya,consternation,anger,0.592
guillotine,guillotine,anger,0.591
n'ike,forcibly,anger,0.591
karịrị akarị,overpowering,anger,0.591
omume rụrụ arụ,immoral,anger,0.591
onye ikpe mara,guilty,anger,0.591
rụrụ arụ,depraved,anger,0.591
na -egwu egwu,raving,anger,0.591
na -enye ume,soannoyed,anger,0.588
recalcitrant,recalcitrant,anger,0.588
bụrụ ọnụ,accursed,anger,0.588
kposara,screwed,anger,0.588
onye mwakpo,invader,anger,0.588
egwu,scare,anger,0.588
iwe,indignation,anger,0.587
ekworo,jealousy,anger,0.587
na -ewe iwe,vexed,anger,0.586
zute,confront,anger,0.582
brute,brute,anger,0.581
trotul,throttle,anger,0.579
na -akpali akpali,provoking,anger,0.578
ọchịchị,coup,anger,0.578
ịkwakọrọ ihe,pillage,anger,0.578
mmebi,damage,anger,0.578
kpuchie ọnụ,shutup,anger,0.578
na -ese okwu,contentious,anger,0.578
mechie,shutit,anger,0.578
na -ese okwu,bickering,anger,0.578
mkporo,incarceration,anger,0.578
onye na-egbu anụ,butcher,anger,0.578
ogwe aka,lash,anger,0.578
esemokwu,conflict,anger,0.578
ire ọkụ,blaze,anger,0.578
onye nzuzu,slut,anger,0.578
enupu isi,defiant,anger,0.578
mkpọka,wreck,anger,0.578
mgbagharị,revolver,anger,0.578
ị nweghị isi,yousuck,anger,0.578
mpụ,criminality,anger,0.578
ọrịa kansa,cancer,anger,0.577
nkụda mmụọ,frustration,anger,0.576
nkwụsị,standoff,anger,0.576
gory,gory,anger,0.576
echegbula,dontmess,anger,0.576
nkewa,alienation,anger,0.576
egbe,gun,anger,0.576
ihe ojoo,pernicious,anger,0.576
na -asọ asọ,grope,anger,0.576
esemokwu,discord,anger,0.576
obi umeala,condescension,anger,0.576
ikpa oke,discriminate,anger,0.576
nkwulu,blasphemy,anger,0.576
ogbaaghara,chaotic,anger,0.576
nsogbu,disturbance,anger,0.576
friggen,friggen,anger,0.575
jab,jab,anger,0.574
monstrosity,monstrosity,anger,0.574
nzuzu,lunacy,anger,0.574
mmegbu,oppressive,anger,0.574
dị egwu,scandalous,anger,0.574
bụrụ ọnụ,cursed,anger,0.574
njakịrị,sneer,anger,0.574
ọnwụ,death,anger,0.574
ihe nzuzu,shit,anger,0.573
gbuo,slash,anger,0.571
adighi mma,unfair,anger,0.571
na -akparị,disparaging,anger,0.571
osisi,gallows,anger,0.57
mụbaa,escalate,anger,0.569
anagideghi ihe,intolerant,anger,0.564
mmebi iwu,lawlessness,anger,0.563
adịghị mma,bluddy,anger,0.562
dị egwu,dreadful,anger,0.562
agh,arghh,anger,0.562
okwu mkparị,derogatory,anger,0.562
anụ ọhịa,beast,anger,0.562
okwu ojoo,malign,anger,0.562
onye sabo,traitor,anger,0.562
dị oke egwu,grouchy,anger,0.562
nkwutọ,slander,anger,0.562
na -ese okwu,wrangling,anger,0.562
njakịrị,taunt,anger,0.562
mbibi,perdition,anger,0.562
egwu,frightful,anger,0.562
wakporo,invade,anger,0.562
ntigbaa,glare,anger,0.562
aghugho,deceived,anger,0.562
torpedo,torpedo,anger,0.562
mgbada,bellows,anger,0.562
nlọghachi azụ,retards,anger,0.562
bearish,bearish,anger,0.562
rave,rave,anger,0.561
merụọ ahụ,hurt,anger,0.561
e ji kpachie oghere,grating,anger,0.561
onye ohi,thief,anger,0.561
enweghị ike ịchịkwa,uncontrollable,anger,0.561
ndi nzuzu,idiots,anger,0.561
na -emebi ihe,devastating,anger,0.561
banshee,banshee,anger,0.561
obe,cross,anger,0.561
nrara,betrayal,anger,0.561
dabara,fits,anger,0.561
gbajie,shatter,anger,0.561
ọkụ,conflagration,anger,0.561
tinye ihe egwu,jeopardize,anger,0.561
nkewa,dissension,anger,0.561
ido onwe onye n'okpuru,subjugation,anger,0.559
nsogbu n'obi,disturbed,anger,0.559
zọọrọ,stomped,anger,0.557
jidere,grab,anger,0.557
akara,ticked,anger,0.556
masochism,masochism,anger,0.556
iwe,grievance,anger,0.556
nnupu isi,defiance,anger,0.552
imebi iwu,blackmail,anger,0.55
mkpasu iwe,offensive,anger,0.549
decry,decry,anger,0.548
mmehie,sin,anger,0.547
fustrated,fustrated,anger,0.547
ire,ire,anger,0.547
igbochi,confine,anger,0.547
nduhie,deceive,anger,0.547
arghhhh,arghhhh,anger,0.547
ntaramahụhụ,punishment,anger,0.547
imebi,violation,anger,0.547
ihe efu,preposterous,anger,0.547
ihe ihere,disgraceful,anger,0.547
gbara ọchịchịrị,darkside,anger,0.547
na -akụda mmụọ,frustrates,anger,0.547
na -achị oke,overbearing,anger,0.547
nhụsianya,misery,anger,0.547
ngwa ọgụ,firearms,anger,0.547
onye nnupu isi,rebel,anger,0.547
ujo,shrill,anger,0.547
ndiiche,disparity,anger,0.547
ezuru,hadenough,anger,0.546
zuru ohi,stolen,anger,0.546
ihe ojoo,foul,anger,0.545
onye mmegide,adversary,anger,0.545
onye nkata,conspirator,anger,0.545
esemokwu,skirmish,anger,0.545
mebiri emebi,ruined,anger,0.545
ihe mgbu,annoyin,anger,0.545
ihe egwu,menace,anger,0.545
mee ihe,tackle,anger,0.545
ihere,humiliate,anger,0.545
ajọ mbunobi,prejudice,anger,0.545
na -ewe iwe,resentful,anger,0.545
onye na -emegide ya,antagonist,anger,0.545
kpụ ọkụ n'ọnụ,heated,anger,0.545
onye na -awagharị awagharị,wanker,anger,0.545
obi ọjọọ,callous,anger,0.545
arụmụka,argument,anger,0.545
gbaa,sting,anger,0.544
mkpu ákwá,outcry,anger,0.544
ntamu,grumble,anger,0.544
ohi,robbery,anger,0.544
kegidere,entangled,anger,0.544
nguzogide,resistance,anger,0.543
enweghị nkwekọrịta,irreconcilable,anger,0.543
ihe mgbochi,obstructive,anger,0.542
obi nkoropụ,dismay,anger,0.54
ìgwè mmadụ,mob,anger,0.538
juststop,juststop,anger,0.537
ihe ọjọọ,badness,anger,0.536
ịkwa emo,ridicule,anger,0.534
na -agba ọkụ,incendiary,anger,0.533
ọkụ,flares,anger,0.532
ihu abụọ,twofaced,anger,0.531
ọsịsọ,exacerbation,anger,0.531
ajọ mbunobi,prejudicial,anger,0.531
na -achịkwaghị achịkwa,unbridled,anger,0.531
onye mwakpo,intruder,anger,0.531
komunizim,communism,anger,0.531
ọgba aghara,uprising,anger,0.531
esemokwu,dispute,anger,0.531
akpachapụghị anya,reckless,anger,0.531
mkpochi,confinement,anger,0.531
mbelata,degeneracy,anger,0.531
ụtarị,whip,anger,0.531
iweda ala,belittle,anger,0.531
ebubo,allegation,anger,0.531
onye mejọrọ,offender,anger,0.53
aka,tackled,anger,0.53
ọchịchị aka ike,dictatorial,anger,0.53
gbagọrọ agbagọ,perversion,anger,0.53
ezighi ezi,unjust,anger,0.53
obi ọjọọ,fiesty,anger,0.53
nsogbu,hassle,anger,0.53
enweghi ezi omume,unjustifiable,anger,0.53
mpako,bigoted,anger,0.53
dissonance,dissonance,anger,0.53
mkporo,prison,anger,0.529
njehie,trespass,anger,0.529
enweghị ike iguzo,cantstandit,anger,0.529
na -ekpo ọkụ,hot,anger,0.529
onye nupu isi,renegade,anger,0.529
igbu onwe onye,suicide,anger,0.521
iwe iwe,annoy,anger,0.52
hapụ m aka,leavemealone,anger,0.517
rụrụ arụ,depravity,anger,0.516
na -eku ume,venting,anger,0.516
ịgba alụkwaghịm,divorce,anger,0.516
emeghị ihe n'eziokwu,dishonest,anger,0.516
onye nga,prisoner,anger,0.516
duress,duress,anger,0.516
ekwesighi,inimical,anger,0.516
grr,grrr,anger,0.516
onye nzuzu,idiotic,anger,0.516
nraranye,treason,anger,0.516
na -ata ahụhụ,tortious,anger,0.516
nkatọ,criticize,anger,0.516
enweghị nkwanye ùgwù,disrespectful,anger,0.516
enweghị ntụkwasị obi,distrust,anger,0.516
cretins,cretins,anger,0.516
broil,broil,anger,0.516
iko mmanya,hangry,anger,0.515
obi ojoo,unkind,anger,0.515
bile,bile,anger,0.515
mbigbọ,roar,anger,0.515
n'ịchụ nta,poaching,anger,0.515
na -adịghị agbaghara,unforgiving,anger,0.515
ndị na -achụ nta,poachers,anger,0.515
ntụ ntụ,pow,anger,0.515
tọpụ,unleash,anger,0.515
ịba mba,scold,anger,0.515
arụmụka,argumentation,anger,0.515
ogbaaghara,chaos,anger,0.515
na -akụda mmụọ,frustrating,anger,0.515
jerks,jerks,anger,0.515
mmanye,coercion,anger,0.515
kpom kpom,grump,anger,0.515
mebiri,victimized,anger,0.515
ọgba aghara,tussle,anger,0.514
nsogbu,bane,anger,0.511
ebubo,accusation,anger,0.51
iro,enmity,anger,0.51
ịjụ,repudiation,anger,0.51
chụpụ,banish,anger,0.509
nkwarụ,disfigured,anger,0.508
oké ifufe,storm,anger,0.507
nlelị,derogation,anger,0.5
igbochi,obstruct,anger,0.5
ọ dịghị onye na -elekọta,nobodycares,anger,0.5
jụrụ,rejects,anger,0.5
adighi ike,unruly,anger,0.5
ara,crazy,anger,0.5
na -agba ume,hammering,anger,0.5
omume ezighi ezi,malpractice,anger,0.5
frenzied,frenzied,anger,0.5
mbibi,suppression,anger,0.5
akwa emo,scoff,anger,0.5
nwere,possessed,anger,0.5
na -enweghị mgbagha,intractable,anger,0.5
obi ike,fervor,anger,0.5
nduhie,delusional,anger,0.5
brunt,brunt,anger,0.5
ejichi,confined,anger,0.5
ikpe na -ezighị ezi,injustice,anger,0.5
zere,shun,anger,0.5
nlelị,defy,anger,0.5
nhụjuanya,anguish,anger,0.5
mgbochi,antithesis,anger,0.5
egwu,fear,anger,0.5
agha,bout,anger,0.5
ịkwa emo,derision,anger,0.5
chụpụrụ,banished,anger,0.5
animus,animus,anger,0.5
iju,reject,anger,0.5
ube,spear,anger,0.5
chịkwaa,dominate,anger,0.5
patronizing,patronising,anger,0.5
itu ujo,brazen,anger,0.5
na -akpaghasị,disrupting,anger,0.5
ahuhu,ordeal,anger,0.5
na -asụ ụfụfụ,foaming,anger,0.5
nweta onwe gị,getoveryourself,anger,0.495
ndị nzuzu,stupidpeople,anger,0.492
isi ike,toughness,anger,0.492
mmehie,sinful,anger,0.491
ara,madness,anger,0.491
mmegbu,oppress,anger,0.49
ịkpa oke,avarice,anger,0.49
anathema,anathema,anger,0.485
mmekọ nwoke na nwoke,incest,anger,0.485
ekweghị ekwe,dissident,anger,0.485
kwusi,abolish,anger,0.485
onye na -agba ọgwụ mgbochi,smuggler,anger,0.485
mboanuohia,claw,anger,0.485
kagbuo,revoke,anger,0.485
mkpesa,complaint,anger,0.485
mmebi iwu,infraction,anger,0.485
