tweet_id,Annotator1,Annotator2,Annotator3,AgreementCount,created_at,class
1090660109381001200,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-01-30T17:16:48Z,NA
1013090881023500300,POSITIVE,POSITIVE,POSITIVE,3,2018-06-30T16:04:23Z,Code-mix
1013090244403630100,NEGATIVE,NEGATIVE,NEUTRAL,2,2018-06-30T16:01:51Z,Monolingual
1013086157486293e3,POSITIVE,POSITIVE,POSITIVE,3,2018-06-30T15:45:36Z,Monolingual
1015723886879694700,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-07T22:27:00Z,Monolingual
1013762393934004200,POSITIVE,NEUTRAL,POSITIVE,2,2018-07-02T12:32:44Z,Code-mix
1013099370508582900,POSITIVE,POSITIVE,NEUTRAL,2,2018-06-30T16:38:07Z,Monolingual
1013089689945952300,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-06-30T15:59:39Z,NA
1013178091676545e3,NEGATIVE,NEGATIVE,INDETERMINATE,2,2018-06-30T21:50:55Z,Monolingual
1013372569230159900,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-01T10:43:42Z,Monolingual
1013444849276735500,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-01T15:30:55Z,Monolingual
1013351812265664500,NEGATIVE,NEGATIVE,NEUTRAL,2,2018-07-01T09:21:13Z,Monolingual
1013427496744714200,NEUTRAL,NEGATIVE,NEGATIVE,2,2018-07-01T14:21:58Z,Monolingual
1013682240180641800,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-02T07:14:14Z,NA
1013536540151156600,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-01T21:35:16Z,NA
1013784661426888700,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-02T14:01:13Z,Code-mix
1013739567323734e3,POSITIVE,POSITIVE,POSITIVE,3,2018-07-02T11:02:01Z,Monolingual
1013785208963915800,POSITIVE,MIXED,MIXED,2,2018-07-02T14:03:23Z,Monolingual
1014075289821999100,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-03T09:16:04Z,NA
1014204215785349100,POSITIVE,POSITIVE,POSITIVE,3,2018-07-03T17:48:22Z,Monolingual
1014378622428287e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-04T05:21:24Z,Code-mix
1014459834136133600,NEUTRAL,NEUTRAL,NEGATIVE,2,2018-07-04T10:44:06Z,Code-mix
1014576879938961400,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-04T18:29:12Z,NA
1014747568478269400,NEGATIVE,NEGATIVE,POSITIVE,2,2018-07-05T05:47:28Z,Monolingual
1015064098755825800,MIXED,POSITIVE,NEGATIVE,0,2018-07-06T02:45:14Z,NA
1015143308144840700,POSITIVE,POSITIVE,POSITIVE,3,2018-07-06T07:59:59Z,Monolingual
1016616944085192700,POSITIVE,NEGATIVE,NEUTRAL,0,2018-07-10T09:35:41Z,NA
1015180102559256600,POSITIVE,POSITIVE,POSITIVE,3,2018-07-06T10:26:12Z,Code-mix
1016392244193046500,NEUTRAL,NEUTRAL,POSITIVE,2,2018-07-09T18:42:49Z,NA
1015210820287033300,POSITIVE,POSITIVE,POSITIVE,3,2018-07-06T12:28:15Z,Monolingual
1015333988049842200,MIXED,NEUTRAL,NEGATIVE,0,2018-07-06T20:37:41Z,NA
1015545663591997400,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-07T10:38:48Z,Monolingual
1015737732369395700,POSITIVE,POSITIVE,POSITIVE,3,2018-07-07T23:22:01Z,Monolingual
1015876761517731800,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-08T08:34:28Z,Monolingual
1016282900298420200,POSITIVE,POSITIVE,POSITIVE,3,2018-07-09T11:28:19Z,Code-mix
1016655902068367400,POSITIVE,POSITIVE,POSITIVE,3,2018-07-10T12:10:30Z,Monolingual
1016411944222445600,POSITIVE,MIXED,POSITIVE,2,2018-07-09T20:01:06Z,Code-mix
1087716369460875400,MIXED,MIXED,POSITIVE,2,2019-01-22T14:19:25Z,NA
1088153600839303200,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-01-23T19:16:50Z,NA
1016498201422069800,MIXED,NEGATIVE,POSITIVE,0,2018-07-10T01:43:51Z,Monolingual
1016633997110235e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-10T10:43:27Z,Code-mix
1016829899078848500,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-10T23:41:54Z,Monolingual
1088136432244412400,NEUTRAL,NEUTRAL,NEUTRAL,3,2019-01-23T18:08:36Z,NA
1025071743285776400,NEUTRAL,NEGATIVE,NEUTRAL,2,2018-08-02T17:32:03Z,NA
1017029481675083800,MIXED,MIXED,NEGATIVE,2,2018-07-11T12:54:58Z,NA
1017370159797989400,POSITIVE,POSITIVE,POSITIVE,3,2018-07-12T11:28:42Z,Monolingual
1017391981608230900,NEGATIVE,NEGATIVE,NEUTRAL,2,2018-07-12T12:55:25Z,Code-mix
1017463186390487e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-12T17:38:21Z,Monolingual
1017404157777645600,NEUTRAL,NEGATIVE,NEUTRAL,2,2018-07-12T13:43:48Z,NA
1018989881111056400,POSITIVE,POSITIVE,POSITIVE,3,2018-07-16T22:44:54Z,Monolingual
1017623009643974700,MIXED,MIXED,POSITIVE,2,2018-07-13T04:13:26Z,NA
1017703401797414900,POSITIVE,POSITIVE,POSITIVE,3,2018-07-13T09:32:53Z,Code-mix
1017764341003833300,POSITIVE,POSITIVE,NEUTRAL,2,2018-07-13T13:35:02Z,Monolingual
1088133495145283600,POSITIVE,NEGATIVE,POSITIVE,2,2019-01-23T17:56:56Z,NA
1091598504684912600,POSITIVE,POSITIVE,NEUTRAL,2,2019-02-02T07:25:39Z,Monolingual
1018227027151814700,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-14T20:13:35Z,NA
1017896566873608200,POSITIVE,POSITIVE,POSITIVE,3,2018-07-13T22:20:27Z,NA
1017901628509302800,MIXED,MIXED,POSITIVE,2,2018-07-13T22:40:34Z,NA
1018225821864136700,POSITIVE,POSITIVE,POSITIVE,3,2018-07-14T20:08:48Z,Monolingual
1018301234695032800,POSITIVE,POSITIVE,NEUTRAL,2,2018-07-15T01:08:28Z,Code-mix
1018492143286005800,POSITIVE,POSITIVE,POSITIVE,3,2018-07-15T13:47:04Z,Monolingual
1018873878960136200,POSITIVE,POSITIVE,POSITIVE,3,2018-07-16T15:03:57Z,Code-mix
1019257226761064300,POSITIVE,POSITIVE,NEGATIVE,2,2018-07-17T16:27:14Z,Monolingual
1018518581150142600,NEUTRAL,NEGATIVE,NEUTRAL,2,2018-07-15T15:32:07Z,NA
1018855776042016800,INDETERMINATE,INDETERMINATE,NEUTRAL,2,2018-07-16T13:52:01Z,NA
1018532879637340200,NEUTRAL,NEUTRAL,NEGATIVE,2,2018-07-15T16:28:56Z,Code-mix
1018752929539477500,NEGATIVE,NEGATIVE,POSITIVE,2,2018-07-16T07:03:20Z,Monolingual
1018622669632221200,POSITIVE,POSITIVE,POSITIVE,3,2018-07-15T22:25:44Z,Code-mix
1018542030354513900,POSITIVE,NEUTRAL,POSITIVE,2,2018-07-15T17:05:18Z,Monolingual
1018856202040725500,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-16T13:53:42Z,Code-mix
1018703383799181300,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-16T03:46:27Z,Monolingual
1018797884572143600,POSITIVE,POSITIVE,POSITIVE,3,2018-07-16T10:01:58Z,Monolingual
1019164001312354300,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-17T10:16:47Z,Code-mix
1019143012360818700,POSITIVE,POSITIVE,POSITIVE,3,2018-07-17T08:53:23Z,Monolingual
1019196229115367400,NEUTRAL,NEGATIVE,POSITIVE,0,2018-07-17T12:24:51Z,NA
1019591360385638400,POSITIVE,POSITIVE,POSITIVE,3,2018-07-18T14:34:58Z,Monolingual
1019842524314206200,POSITIVE,POSITIVE,POSITIVE,3,2018-07-19T07:13:00Z,Monolingual
1019707438168240100,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-18T22:16:13Z,Monolingual
1022987522664747e3,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-27T23:30:06Z,Code-mix
1020454641153212400,NEGATIVE,NEUTRAL,NEUTRAL,2,2018-07-20T23:45:20Z,NA
1020314468599894e3,POSITIVE,POSITIVE,POSITIVE,3,2018-07-20T14:28:20Z,Monolingual
1020356852620628e3,POSITIVE,POSITIVE,INDETERMINATE,2,2018-07-20T17:16:45Z,Monolingual
1020778134579417100,POSITIVE,POSITIVE,NEGATIVE,2,2018-07-21T21:10:47Z,Monolingual
1021145766470070300,POSITIVE,POSITIVE,POSITIVE,3,2018-07-22T21:31:37Z,Code-mix
1021314705049243500,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-23T08:42:55Z,Code-mix
1021158436816465900,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-22T22:21:58Z,NA
1021786697116336100,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-24T15:58:27Z,Monolingual
1021685066886537200,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-24T09:14:36Z,NA
1021753467348627500,MIXED,MIXED,POSITIVE,2,2018-07-24T13:46:24Z,NA
1022087684926459900,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-07-25T11:54:28Z,NA
1022596167471902700,NEGATIVE,POSITIVE,NEGATIVE,2,2018-07-26T21:34:59Z,Monolingual
1022585112771395600,NEGATIVE,NEUTRAL,NEUTRAL,2,2018-07-26T20:51:04Z,Code-mix
1022832803602485100,POSITIVE,POSITIVE,POSITIVE,3,2018-07-27T13:15:18Z,Monolingual
1023482874429886600,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-07-29T08:18:27Z,Monolingual
1023571220753772500,MIXED,MIXED,NEGATIVE,2,2018-07-29T14:09:30Z,NA
1023483479600885800,NEUTRAL,NEUTRAL,POSITIVE,2,2018-07-29T08:20:51Z,NA
1023627786748088300,POSITIVE,POSITIVE,POSITIVE,3,2018-07-29T17:54:17Z,Monolingual
1023794221826953200,NEGATIVE,NEGATIVE,POSITIVE,2,2018-07-30T04:55:38Z,Monolingual
1026643983181770900,INDETERMINATE,INDETERMINATE,NEUTRAL,2,2018-08-07T01:39:34Z,NA
1023897175221329900,MIXED,MIXED,POSITIVE,2,2018-07-30T11:44:44Z,NA
1024207444921266200,NEGATIVE,NEGATIVE,NEUTRAL,2,2018-07-31T08:17:38Z,Code-mix
1024055220723241e3,POSITIVE,POSITIVE,POSITIVE,3,2018-07-30T22:12:45Z,Monolingual
1024588872167186400,NEUTRAL,NEGATIVE,POSITIVE,0,2018-08-01T09:33:17Z,NA
1024433058538303500,POSITIVE,POSITIVE,POSITIVE,3,2018-07-31T23:14:08Z,Monolingual
1024522941436965e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-08-01T05:11:18Z,Monolingual
1024433337547542500,NEGATIVE,NEGATIVE,POSITIVE,2,2018-07-31T23:15:15Z,Monolingual
1026542265001336800,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-08-06T18:55:22Z,NA
1024781818850160600,POSITIVE,POSITIVE,POSITIVE,3,2018-08-01T22:19:59Z,NA
1024895673550950400,NEGATIVE,NEUTRAL,NEGATIVE,2,2018-08-02T05:52:24Z,Monolingual
1024907496782274600,NEUTRAL,NEUTRAL,NEGATIVE,2,2018-08-02T06:39:23Z,NA
1024988516328063e3,NEUTRAL,NEUTRAL,NEGATIVE,2,2018-08-02T12:01:20Z,Code-mix
1025139040780267500,POSITIVE,POSITIVE,POSITIVE,3,2018-08-02T21:59:28Z,Monolingual
1025263449985699800,POSITIVE,POSITIVE,POSITIVE,3,2018-08-03T06:13:49Z,Monolingual
1025653089330708500,POSITIVE,POSITIVE,POSITIVE,3,2018-08-04T08:02:06Z,Monolingual
1025845078017929200,POSITIVE,POSITIVE,POSITIVE,3,2018-08-04T20:45:00Z,Monolingual
1026138097644228600,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-08-05T16:09:21Z,Code-mix
1026500839983259500,POSITIVE,POSITIVE,POSITIVE,3,2018-08-06T16:10:46Z,Monolingual
1027439285681770500,POSITIVE,POSITIVE,POSITIVE,3,2018-08-09T06:19:49Z,Monolingual
1026541462907842600,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-08-06T18:52:11Z,Monolingual
1026573076597821400,NEUTRAL,POSITIVE,NEUTRAL,2,2018-08-06T20:57:48Z,NA
1026852014087721e3,NEGATIVE,NEGATIVE,NEGATIVE,3,2018-08-07T15:26:12Z,Monolingual
1027181882407112700,NEGATIVE,NEGATIVE,NEUTRAL,2,2018-08-08T13:16:59Z,Monolingual
1027336930915176300,POSITIVE,POSITIVE,POSITIVE,3,2018-08-08T23:33:05Z,Code-mix
1027451252626649100,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-08-09T07:07:22Z,NA
1033138517118017400,POSITIVE,POSITIVE,POSITIVE,3,2018-08-24T23:46:31Z,Monolingual
1027463454553202700,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-08-09T07:55:51Z,NA
1027499416586989600,POSITIVE,NEGATIVE,NEUTRAL,0,2018-08-09T10:18:45Z,NA
1027491697763254300,MIXED,POSITIVE,NEGATIVE,0,2018-08-09T09:48:05Z,NA
1027945368816902100,POSITIVE,POSITIVE,POSITIVE,3,2018-08-10T15:50:48Z,Code-mix
1.0280702219979121e+18,POSITIVE,POSITIVE,POSITIVE,3,2018-08-11T00:06:56Z,Monolingual
1.0285191370002801e+18,NEGATIVE,NEGATIVE,NEUTRAL,2,2018-08-12T05:50:45Z,Monolingual
1029295913125244900,NEUTRAL,NEUTRAL,NEUTRAL,3,2018-08-14T09:17:23Z,NA
1091296592634748900,POSITIVE,POSITIVE,POSITIVE,3,2019-02-01T11:25:57Z,Code-mix
1028953585164410900,POSITIVE,POSITIVE,POSITIVE,3,2018-08-13T10:37:06Z,Monolingual
1029230759893119e3,NEUTRAL,NEUTRAL,POSITIVE,2,2018-08-14T04:58:29Z,NA
1029435313465319400,POSITIVE,POSITIVE,NEUTRAL,2,2018-08-14T18:31:19Z,Monolingual
1029396899265212400,POSITIVE,INDETERMINATE,POSITIVE,2,2018-08-14T15:58:40Z,Monolingual
1029839403487846400,NEUTRAL,NEUTRAL,POSITIVE,2,2018-08-15T21:17:01Z,NA
1031544277824880600,NEGATIVE,NEGATIVE,POSITIVE,2,2018-08-20T14:11:35Z,Code-mix
1030385002968698900,NEGATIVE,MIXED,NEUTRAL,0,2018-08-17T09:25:02Z,NA
1030869227681599500,POSITIVE,POSITIVE,NEUTRAL,2,2018-08-18T17:29:11Z,Monolingual
1030911239990505500,POSITIVE,POSITIVE,POSITIVE,3,2018-08-18T20:16:07Z,Monolingual
1031123045820313600,NEGATIVE,NEGATIVE,MIXED,2,2018-08-19T10:17:46Z,NA
1031165435301978100,NEGATIVE,NEGATIVE,POSITIVE,2,2018-08-19T13:06:12Z,NA
1031912997856444400,POSITIVE,POSITIVE,POSITIVE,3,2018-08-21T14:36:45Z,Monolingual
1032037637719306200,NEGATIVE,POSITIVE,POSITIVE,2,2018-08-21T22:52:01Z,NA
1091741775826509800,NEUTRAL,INDETERMINATE,NEUTRAL,2,2019-02-02T16:54:57Z,NA
1032037538469437400,POSITIVE,POSITIVE,POSITIVE,3,2018-08-21T22:51:38Z,Monolingual
